Name,Age,BloodGroup,loc_ngo,loc_hosp,phnum,ID
Major Arnold,74,A-,,hosp0175,(631)186-8224,rc2879
Nathanial Rivas,46,AB+,,hosp0196,(417)805-1516,rc2880
Dillon Ethridge,37,B-,,hosp0110,(515)868-6263,rc2881
Freddy Douglas,56,AB-,,hosp0075,(832)407-5885,rc2882
Anderson Moen,32,A+,ngo0073,,(706)310-8535,rc2883
Sophie Oconnor,79,O-,,hosp0017,(509)598-7250,rc2884
Lori Berrios,54,A-,ngo0070,,(304)841-5317,rc2885
Aubrey Dang,64,A-,ngo0122,,(309)861-6064,rc2886
Athena Kerr,12,AB+,,hosp0068,(605)492-2824,rc2887
Marshall Hamer,37,B+,ngo0133,,(773)701-8167,rc2888
Mayra Navarro,52,O-,,hosp0097,(909)434-9820,rc2889
Winston Cordell,47,B-,ngo0096,,(208)733-1610,rc2890
Krista Watson,34,AB-,ngo0079,,(636)490-4894,rc2891
Leilani Parrott,45,O-,ngo0045,,(571)639-6809,rc2892
Russ Haskell,71,B-,,hosp0032,(915)210-4942,rc2893
Broderick Whitt,53,AB-,,hosp0060,(406)609-2108,rc2894
Rory Hargis,19,B-,ngo0035,,(563)274-5852,rc2895
Elida Taylor,64,AB-,,hosp0122,(872)848-6708,rc2896
Meagan Harlow,80,O-,,hosp0085,(231)682-2738,rc2897
Graig Pettway,59,O-,ngo0060,,(215)626-5098,rc2898
Martha Burbank,82,A-,ngo0021,,(975)969-9699,rc2899
Virgil Lofton,28,B-,ngo0078,,(470)533-1626,rc2900
Lakesha Tenney,44,AB-,,hosp0119,(225)854-5068,rc2901
Marissa Boggs,51,O-,ngo0107,,(978)308-6155,rc2902
Emily Buford,2,A-,ngo0118,,(630)465-6359,rc2903
Ross Tibbs,14,A-,,hosp0173,(229)157-6478,rc2904
Tracie Schwab,90,O-,ngo0067,,(217)310-9507,rc2905
Ariel Swenson,34,O-,,hosp0014,(605)304-7306,rc2906
Dottie Eastman,59,AB-,ngo0128,,(724)329-4785,rc2907
Eleanore Seely,4,AB-,ngo0032,,(267)801-4350,rc2908
Napoleon Dodson,73,A-,ngo0028,,(925)712-8248,rc2909
Addie Staley,14,A+,,hosp0024,(712)233-1772,rc2910
Sung Duval,4,AB-,ngo0058,,(307)445-3756,rc2911
Boyd Kemp,7,A-,ngo0073,,(931)881-9782,rc2912
Travis Valentin,20,AB+,ngo0055,,(254)416-4968,rc2913
Pat Singleton,94,AB-,,hosp0154,(808)582-8737,rc2914
Joanna Walston,12,A+,ngo0129,,(267)246-5628,rc2915
Libby Alvarez,39,O+,,hosp0108,(973)300-7370,rc2916
Luciano Echols,74,AB-,,hosp0042,(409)559-2235,rc2917
Ginger Blackmon,46,O+,,hosp0156,(603)347-6679,rc2918
Olive Miranda,86,AB+,,hosp0195,(479)706-2188,rc2919
Titus Bettis,87,O-,ngo0047,,(563)752-5691,rc2920
Beverly Pennington,27,O+,ngo0019,,(301)629-5084,rc2921
Filomena Echevarria,84,AB-,,hosp0059,(712)443-4891,rc2922
Robin Wilson,83,A+,,hosp0099,(816)749-1784,rc2923
Gilda Bruno,81,A-,,hosp0098,(201)503-2505,rc2924
Richie Vogt,45,AB-,ngo0034,,(276)782-4575,rc2925
Enrique Huerta,74,O-,ngo0105,,(318)780-9662,rc2926
Burt Ayala,23,A-,ngo0036,,(713)801-9527,rc2927
Kami Deaton,33,AB+,ngo0067,,(202)276-8987,rc2928
Loren Cameron,90,AB-,,hosp0163,(803)666-4472,rc2929
Aura Calkins,55,AB+,ngo0056,,(878)231-8701,rc2930
Lawrence Pollard,10,B+,,hosp0092,(810)569-1857,rc2931
Lois Pepper,89,B+,ngo0042,,(865)515-1396,rc2932
Alton Barden,88,AB-,ngo0011,,(712)195-3574,rc2933
Juliette Lanning,65,A+,ngo0067,,(513)864-7897,rc2934
Arthur Oswald,68,B+,,hosp0068,(913)233-9800,rc2935
Brice Wilbanks,28,O+,ngo0119,,(835)834-7763,rc2936
Amber Wick,79,O-,,hosp0053,(858)425-7382,rc2937
Tawana Nevarez,57,A-,ngo0055,,(724)301-1685,rc2938
Rubin Ledesma,72,A-,ngo0042,,(715)879-4478,rc2939
Willard Quinlan,95,AB+,ngo0039,,(336)333-7864,rc2940
Elvin Woodard,18,AB+,ngo0079,,(413)882-5614,rc2941
Jeremy Pool,84,A-,ngo0002,,(918)504-2343,rc2942
Hipolito Neuman,10,O+,,hosp0137,(214)478-3328,rc2943
Ernest Madigan,28,B+,,hosp0002,(918)619-6228,rc2944
Rigoberto Schmitt,80,O+,,hosp0127,(304)145-4358,rc2945
Marlyn Penrod,28,AB+,ngo0044,,(810)417-8345,rc2946
Avis Conn,25,AB-,,hosp0091,(215)220-8070,rc2947
Malinda Christenson,15,AB+,ngo0130,,(806)667-8609,rc2948
Marietta Tibbetts,29,B-,,hosp0045,(314)156-3801,rc2949
Rodolfo Healey,18,AB+,ngo0037,,(253)422-8687,rc2950
Philip Wolfe,90,AB+,ngo0126,,(215)271-5392,rc2951
Kirk Maclean,63,O-,,hosp0201,(513)798-7837,rc2952
Connie Quezada,43,AB+,ngo0038,,(320)306-4249,rc2953
Cole Raney,78,A-,,hosp0188,(337)261-1381,rc2954
Roosevelt Forsyth,97,A+,,hosp0202,(775)380-6564,rc2955
Jaclyn Mattson,4,A-,,hosp0029,(317)804-3469,rc2956
Sal Simone,99,A-,,hosp0073,(661)285-7277,rc2957
Charlene Jarrell,89,O+,ngo0135,,(712)933-5462,rc2958
Rich Christopher,30,O-,,hosp0137,(207)645-8367,rc2959
Leonora Hillman,50,A-,,hosp0030,(434)754-1632,rc2960
Isaias Tuttle,20,AB+,ngo0093,,(551)859-4419,rc2961
Estelle Teague,32,B-,ngo0117,,(828)796-6204,rc2962
Jimmie Carr,98,B+,ngo0095,,(304)978-7347,rc2963
Benita Huston,19,B-,,hosp0097,(516)203-9077,rc2964
Emilio Boggs,99,A+,ngo0086,,(714)595-1937,rc2965
Modesto Stiles,20,A+,ngo0133,,(304)848-7555,rc2966
Bennie Tanaka,87,O+,ngo0006,,(912)534-9333,rc2967
Lino Mackie,91,A-,,hosp0165,(281)325-1439,rc2968
Neville Shelby,77,O-,ngo0049,,(701)585-3295,rc2969
Arnulfo Parris,27,AB-,ngo0101,,(484)195-8070,rc2970
Granville Buford,20,AB-,,hosp0001,(845)866-8310,rc2971
Charles Burns,91,B-,ngo0103,,(319)740-7093,rc2972
Donald Lombardo,50,AB+,,hosp0108,(760)444-2950,rc2973
Charlie Stine,46,AB+,ngo0111,,(417)583-4773,rc2974
Melvin Trombley,10,AB+,,hosp0091,(352)583-5474,rc2975
Althea Hardy,11,B-,,hosp0078,(804)186-5493,rc2976
Wiley Bigelow,6,B+,,hosp0018,(843)511-2703,rc2977
Carolina Frantz,64,A-,,hosp0065,(760)541-1475,rc2978
Frances Huntington,57,O+,,hosp0201,(718)951-1159,rc2979
Louella Moya,55,B-,,hosp0054,(947)685-2403,rc2980
Dale Nutter,91,AB-,ngo0004,,(415)903-1133,rc2981
Sandy Windsor,63,O+,ngo0106,,(229)814-4812,rc2982
Johnny Tyner,57,AB-,ngo0022,,(316)452-7294,rc2983
Francisco Goodman,93,A-,ngo0031,,(319)514-2096,rc2984
Sanford Abernathy,42,AB+,ngo0104,,(917)885-6288,rc2985
Alexander Banuelos,78,O+,ngo0051,,(574)719-6596,rc2986
Max Fields,54,A-,,hosp0177,(203)897-2559,rc2987
Len Perez,7,AB+,ngo0024,,(660)854-2073,rc2988
Manuel Daigle,69,AB-,ngo0091,,(715)712-9505,rc2989
Lou Baskin,81,O+,,hosp0077,(724)234-1335,rc2990
Lavern Meier,5,A+,,hosp0205,(606)902-8396,rc2991
Benton Klein,67,B+,ngo0044,,(415)566-5882,rc2992
Claud Harp,71,B+,ngo0047,,(215)294-5913,rc2993
Candice Breedlove,0,O-,,hosp0004,(920)353-5893,rc2994
Irvin Guerra,91,O+,ngo0080,,(612)223-2817,rc2995
Hilton Griffis,47,A-,ngo0055,,(337)703-4207,rc2996
Alma Brice,2,AB+,ngo0082,,(802)433-8679,rc2997
Tomasa Menendez,81,A-,ngo0014,,(865)156-2500,rc2998
Jovita Gant,43,O+,,hosp0032,(440)333-4709,rc2999
